LotArea,Utilities,Id_ Property,Id
11717,AllPub,998,P00998
9786,AllPub,999,P00999
6762,AllPub,1000,P01000
10206,AllPub,1001,P01001
5400,AllPub,1002,P01002
11957,AllPub,1003,P01003
11500,AllPub,1004,P01004
3182,AllPub,1005,P01005
8385,AllPub,1006,P01006
12155,AllPub,1007,P01007
2217,AllPub,1008,P01008
12118,AllPub,1009,P01009
6000,AllPub,1010,P01010
21286,AllPub,1011,P01011
9825,AllPub,1012,P01012
10592,AllPub,1013,P01013
7200,AllPub,1014,P01014
11664,AllPub,1015,P01015
8400,AllPub,1016,P01016
11883,AllPub,1017,P01017
5814,AllPub,1018,P01018
10784,AllPub,1019,P01019
3013,AllPub,1020,P01020
7024,AllPub,1021,P01021
7406,AllPub,1022,P01022
9439,AllPub,1023,P01023
3182,AllPub,1024,P01024
15498,AllPub,1025,P01025
7700,AllPub,1026,P01026
9300,AllPub,1027,P01027
9520,AllPub,1028,P01028
9492,AllPub,1029,P01029
1680,AllPub,1030,P01030
7082,AllPub,1031,P01031
15863,AllPub,1032,P01032
14541,AllPub,1033,P01033
8125,AllPub,1034,P01034
6305,AllPub,1035,P01035
11500,AllPub,1036,P01036
12898,AllPub,1037,P01037
9240,AllPub,1038,P01038
1533,AllPub,1039,P01039
1477,AllPub,1040,P01040
13125,AllPub,1041,P01041
9130,AllPub,1042,P01042
5381,AllPub,1043,P01043
11839,AllPub,1044,P01044
9600,AllPub,1045,P01045
13680,AllPub,1046,P01046
16056,AllPub,1047,P01047
9245,AllPub,1048,P01048
21750,AllPub,1049,P01049
11100,AllPub,1050,P01050
8993,AllPub,1051,P01051
11175,AllPub,1052,P01052
9500,AllPub,1053,P01053
8562,AllPub,1054,P01054
11367,AllPub,1055,P01055
11361,AllPub,1056,P01056
7052,AllPub,1057,P01057
29959,AllPub,1058,P01058
11308,AllPub,1059,P01059
11275,AllPub,1060,P01060
4920,AllPub,1061,P01061
18000,AllPub,1062,P01062
13600,AllPub,1063,P01063
6000,AllPub,1064,P01064
11000,AllPub,1065,P01065
14000,AllPub,1066,P01066
7837,AllPub,1067,P01067
9760,AllPub,1068,P01068
3964,AllPub,1069,P01069
9600,AllPub,1070,P01070
10152,AllPub,1071,P01071
11700,AllPub,1072,P01072
7585,AllPub,1073,P01073
7950,AllPub,1074,P01074
8556,AllPub,1075,P01075
13125,AllPub,1076,P01076
10800,AllPub,1077,P01077
15870,AllPub,1078,P01078
4435,AllPub,1079,P01079
8775,AllPub,1080,P01080
11040,AllPub,1081,P01081
7500,AllPub,1082,P01082
8749,AllPub,1083,P01083
8800,AllPub,1084,P01084
13031,AllPub,1085,P01085
9069,AllPub,1086,P01086
1974,AllPub,1087,P01087
10574,AllPub,1088,P01088
2522,AllPub,1089,P01089
3316,AllPub,1090,P01090
8544,AllPub,1091,P01091
2160,AllPub,1092,P01092
8400,AllPub,1093,P01093
9230,AllPub,1094,P01094
5868,AllPub,1095,P01095
9317,AllPub,1096,P01096
6882,AllPub,1097,P01097
3696,AllPub,1098,P01098
6000,AllPub,1099,P01099
11880,AllPub,1100,P01100
8400,AllPub,1101,P01101
9758,AllPub,1102,P01102
7000,AllPub,1103,P01103
8910,AllPub,1104,P01104
2016,AllPub,1105,P01105
12256,AllPub,1106,P01106
10357,AllPub,1107,P01107
23257,AllPub,1108,P01108
8063,AllPub,1109,P01109
11362,AllPub,1110,P01110
8000,AllPub,1111,P01111
10480,AllPub,1112,P01112
7100,AllPub,1113,P01113
8923,AllPub,1114,P01114
5400,AllPub,1115,P01115
12085,AllPub,1116,P01116
7750,AllPub,1117,P01117
9764,AllPub,1118,P01118
13825,AllPub,1119,P01119
7560,AllPub,1120,P01120
8263,AllPub,1121,P01121
10084,AllPub,1122,P01122
8926,AllPub,1123,P01123
9405,AllPub,1124,P01124
9125,AllPub,1125,P01125
10434,AllPub,1126,P01126
3684,AllPub,1127,P01127
14572,AllPub,1128,P01128
11796,AllPub,1129,P01129
7200,AllPub,1130,P01130
7804,AllPub,1131,P01131
10712,AllPub,1132,P01132
9900,AllPub,1133,P01133
9828,AllPub,1134,P01134
8773,AllPub,1135,P01135
6180,AllPub,1136,P01136
9600,AllPub,1137,P01137
6342,AllPub,1138,P01138
9819,AllPub,1139,P01139
8731,AllPub,1140,P01140
7350,AllPub,1141,P01141
10304,AllPub,1142,P01142
9965,AllPub,1143,P01143
9000,AllPub,1144,P01144
12180,AllPub,1145,P01145
6240,AllPub,1146,P01146
11200,AllPub,1147,P01147
12000,AllPub,1148,P01148
5700,AllPub,1149,P01149
9000,AllPub,1150,P01150
8280,AllPub,1151,P01151
17755,AllPub,1152,P01152
14115,AllPub,1153,P01153
5890,AllPub,1154,P01154
13700,AllPub,1155,P01155
10768,AllPub,1156,P01156
9350,AllPub,1157,P01157
5001,AllPub,1158,P01158
11932,AllPub,1159,P01159
9120,AllPub,1160,P01160
2280,AllPub,1161,P01161
14778,AllPub,1162,P01162
8724,AllPub,1163,P01163
12900,AllPub,1164,P01164
16157,AllPub,1165,P01165
9541,AllPub,1166,P01166
10475,AllPub,1167,P01167
10852,AllPub,1168,P01168
13728,AllPub,1169,P01169
35760,AllPub,1170,P01170
9880,AllPub,1171,P01171
9120,AllPub,1172,P01172
4017,AllPub,1173,P01173
18030,AllPub,1174,P01174
16560,AllPub,1175,P01175
10678,AllPub,1176,P01176
6951,AllPub,1177,P01177
3950,AllPub,1178,P01178
7681,AllPub,1179,P01179
8335,AllPub,1180,P01180
11170,AllPub,1181,P01181
5587,AllPub,1182,P01182
15623,AllPub,1183,P01183
10800,AllPub,1184,P01184
35133,AllPub,1185,P01185
9738,AllPub,1186,P01186
10615,AllPub,1187,P01187
12461,AllPub,1188,P01188
8935,AllPub,1189,P01189
7500,AllPub,1190,P01190
32463,AllPub,1191,P01191
2645,AllPub,1192,P01192
9600,AllPub,1193,P01193
4500,AllPub,1194,P01194
9364,AllPub,1195,P01195
8029,AllPub,1196,P01196
14054,AllPub,1197,P01197
8850,AllPub,1198,P01198
9100,AllPub,1199,P01199
11235,AllPub,1200,P01200
9353,AllPub,1201,P01201
10400,AllPub,1202,P01202
6000,AllPub,1203,P01203
9750,AllPub,1204,P01204
10140,AllPub,1205,P01205
14684,AllPub,1206,P01206
8900,AllPub,1207,P01207
9135,AllPub,1208,P01208
7763,AllPub,1209,P01209
10182,AllPub,1210,P01210
11218,AllPub,1211,P01211
12134,AllPub,1212,P01212
9340,AllPub,1213,P01213
10246,AllPub,1214,P01214
10205,AllPub,1215,P01215
7094,AllPub,1216,P01216
8930,AllPub,1217,P01217
8640,AllPub,1218,P01218
6240,AllPub,1219,P01219
1680,AllPub,1220,P01220
7800,AllPub,1221,P01221
8250,AllPub,1222,P01222
10496,AllPub,1223,P01223
10680,AllPub,1224,P01224
15384,AllPub,1225,P01225
10482,AllPub,1226,P01226
14598,AllPub,1227,P01227
8872,AllPub,1228,P01228
8769,AllPub,1229,P01229
7910,AllPub,1230,P01230
18890,AllPub,1231,P01231
7728,AllPub,1232,P01232
9842,AllPub,1233,P01233
12160,AllPub,1234,P01234
8525,AllPub,1235,P01235
13132,AllPub,1236,P01236
2628,AllPub,1237,P01237
12393,AllPub,1238,P01238
13072,AllPub,1239,P01239
9037,AllPub,1240,P01240
8158,AllPub,1241,P01241
9849,AllPub,1242,P01242
10625,AllPub,1243,P01243
13891,AllPub,1244,P01244
11435,AllPub,1245,P01245
12090,AllPub,1246,P01246
8125,AllPub,1247,P01247
12328,AllPub,1248,P01248
9600,AllPub,1249,P01249
7200,AllPub,1250,P01250
11160,AllPub,1251,P01251
3136,AllPub,1252,P01252
9858,AllPub,1253,P01253
17542,AllPub,1254,P01254
6931,AllPub,1255,P01255
6240,AllPub,1256,P01256
14303,AllPub,1257,P01257
4060,AllPub,1258,P01258
9587,AllPub,1259,P01259
9750,AllPub,1260,P01260
24682,AllPub,1261,P01261
9600,AllPub,1262,P01262
11250,AllPub,1263,P01263
13515,AllPub,1264,P01264
4060,AllPub,1265,P01265
3735,AllPub,1266,P01266
10120,AllPub,1267,P01267
13214,AllPub,1268,P01268
14100,AllPub,1269,P01269
11344,AllPub,1270,P01270
23595,AllPub,1271,P01271
9156,AllPub,1272,P01272
13526,AllPub,1273,P01273
11512,AllPub,1274,P01274
5362,AllPub,1275,P01275
11345,AllPub,1276,P01276
12936,AllPub,1277,P01277
17871,AllPub,1278,P01278
9473,AllPub,1279,P01279
7500,AllPub,1280,P01280
9808,AllPub,1281,P01281
8049,AllPub,1282,P01282
8800,AllPub,1283,P01283
9400,AllPub,1284,P01284
9638,AllPub,1285,P01285
6000,AllPub,1286,P01286
9790,AllPub,1287,P01287
36500,AllPub,1288,P01288
5664,AllPub,1289,P01289
11065,AllPub,1290,P01290
14112,AllPub,1291,P01291
1680,AllPub,1292,P01292
6600,AllPub,1293,P01293
10140,AllPub,1294,P01294
8172,AllPub,1295,P01295
8400,AllPub,1296,P01296
8700,AllPub,1297,P01297
3675,AllPub,1298,P01298
63887,AllPub,1299,P01299
7500,AllPub,1300,P01300
10762,AllPub,1301,P01301
7500,AllPub,1302,P01302
10120,AllPub,1303,P01303
8688,AllPub,1304,P01304
3363,AllPub,1305,P01305
13173,AllPub,1306,P01306
6955,AllPub,1307,P01307
8072,AllPub,1308,P01308
12000,AllPub,1309,P01309
7153,AllPub,1310,P01310
17500,AllPub,1311,P01311
8814,AllPub,1312,P01312
9572,AllPub,1313,P01313
14774,AllPub,1314,P01314
8190,AllPub,1315,P01315
11075,AllPub,1316,P01316
10226,AllPub,1317,P01317
4230,AllPub,1318,P01318
14781,AllPub,1319,P01319
10215,AllPub,1320,P01320
8400,AllPub,1321,P01321
6627,AllPub,1322,P01322
10186,AllPub,1323,P01323
5330,AllPub,1324,P01324
9986,AllPub,1325,P01325
3636,AllPub,1326,P01326
4270,AllPub,1327,P01327
6600,AllPub,1328,P01328
10440,AllPub,1329,P01329
9084,AllPub,1330,P01330
10000,AllPub,1331,P01331
10780,AllPub,1332,P01332
8877,AllPub,1333,P01333
7200,AllPub,1334,P01334
2368,AllPub,1335,P01335
9650,AllPub,1336,P01336
9246,AllPub,1337,P01337
4118,AllPub,1338,P01338
13450,AllPub,1339,P01339
9560,AllPub,1340,P01340
8294,AllPub,1341,P01341
13695,AllPub,1342,P01342
9375,AllPub,1343,P01343
7558,AllPub,1344,P01344
11103,AllPub,1345,P01345
6000,AllPub,1346,P01346
20781,AllPub,1347,P01347
15306,AllPub,1348,P01348
16196,AllPub,1349,P01349
5250,AllPub,1350,P01350
11643,AllPub,1351,P01351
9247,AllPub,1352,P01352
6000,AllPub,1353,P01353
14720,AllPub,1354,P01354
10316,AllPub,1355,P01355
10192,AllPub,1356,P01356
9477,AllPub,1357,P01357
12537,AllPub,1358,P01358
2117,AllPub,1359,P01359
16737,AllPub,1360,P01360
9842,AllPub,1361,P01361
16158,AllPub,1362,P01362
12513,AllPub,1363,P01363
8499,AllPub,1364,P01364
3180,AllPub,1365,P01365
7500,AllPub,1366,P01366
9179,AllPub,1367,P01367
2665,AllPub,1368,P01368
4435,AllPub,1369,P01369
10635,AllPub,1370,P01370
5400,AllPub,1371,P01371
9600,AllPub,1372,P01372
9750,AllPub,1373,P01373
11400,AllPub,1374,P01374
10625,AllPub,1375,P01375
10991,AllPub,1376,P01376
6292,AllPub,1377,P01377
10998,AllPub,1378,P01378
1953,AllPub,1379,P01379
9735,AllPub,1380,P01380
8212,AllPub,1381,P01381
12925,AllPub,1382,P01382
7200,AllPub,1383,P01383
25339,AllPub,1384,P01384
9060,AllPub,1385,P01385
5436,AllPub,1386,P01386
16692,AllPub,1387,P01387
8520,AllPub,1388,P01388
14892,AllPub,1389,P01389
6000,AllPub,1390,P01390
9100,AllPub,1391,P01391
8944,AllPub,1392,P01392
7838,AllPub,1393,P01393
10800,AllPub,1394,P01394
4045,AllPub,1395,P01395
12665,AllPub,1396,P01396
57200,AllPub,1397,P01397
6120,AllPub,1398,P01398
7200,AllPub,1399,P01399
6171,AllPub,1400,P01400
6000,AllPub,1401,P01401
7415,AllPub,1402,P01402
6762,AllPub,1403,P01403
15256,AllPub,1404,P01404
10410,AllPub,1405,P01405
3842,AllPub,1406,P01406
8445,AllPub,1407,P01407
8780,AllPub,1408,P01408
7740,AllPub,1409,P01409
20544,AllPub,1410,P01410
12420,AllPub,1411,P01411
9600,AllPub,1412,P01412
7200,AllPub,1413,P01413
10994,AllPub,1414,P01414
13053,AllPub,1415,P01415
3635,AllPub,1416,P01416
11340,AllPub,1417,P01417
16545,AllPub,1418,P01418
9204,AllPub,1419,P01419
16381,AllPub,1420,P01420
11700,AllPub,1421,P01421
4043,AllPub,1422,P01422
4435,AllPub,1423,P01423
19690,AllPub,1424,P01424
9503,AllPub,1425,P01425
10721,AllPub,1426,P01426
10944,AllPub,1427,P01427
10930,AllPub,1428,P01428
7200,AllPub,1429,P01429
12546,AllPub,1430,P01430
21930,AllPub,1431,P01431
4928,AllPub,1432,P01432
10800,AllPub,1433,P01433
10261,AllPub,1434,P01434
17400,AllPub,1435,P01435
8400,AllPub,1436,P01436
9000,AllPub,1437,P01437
12444,AllPub,1438,P01438
7407,AllPub,1439,P01439
11584,AllPub,1440,P01440
11526,AllPub,1441,P01441
4426,AllPub,1442,P01442
11003,AllPub,1443,P01443
8854,AllPub,1444,P01444
8500,AllPub,1445,P01445
8400,AllPub,1446,P01446
26142,AllPub,1447,P01447
10000,AllPub,1448,P01448
11767,AllPub,1449,P01449
1533,AllPub,1450,P01450
9000,AllPub,1451,P01451
9262,AllPub,1452,P01452
3675,AllPub,1453,P01453
17217,AllPub,1454,P01454
7500,AllPub,1455,P01455
7917,AllPub,1456,P01456
13175,AllPub,1457,P01457
9042,AllPub,1458,P01458
9717,AllPub,1459,P01459
9937,AllPub,1460,P01460
